grupo_1,codigo,descricao,custo_unitario,unidade,tipo
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92833,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 300 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",247.65,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92851,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 400 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",264.03,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92835,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 400 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",260.48,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92853,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 500 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",468.35,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92837,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 500 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",463.72,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92855,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 600 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",574.06,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92839,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 600 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",568.37,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92857,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 700 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",747.29,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92841,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 700 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",740.53,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92859,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 800 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",774.61,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92843,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 800 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",766.79,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92861,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 900 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",1146.11,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92845,"TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 900 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",1137.23,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92226,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",642.77,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92216,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",632.82,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92829,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",931.87,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92816,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",919.82,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92831,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",1330.05,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92818,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",1314.79,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,95566,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 300MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",152.86,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,95565,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 300MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",150.35,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92219,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 400 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",179.77,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92210,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 400 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",176.21,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92220,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",218.53,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92211,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",213.90,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92221,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 600 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",334.61,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92212,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 600 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",328.95,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92222,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 700 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",445.69,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92213,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 700 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",438.95,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92223,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 800 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",539.99,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92214,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 800 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",532.20,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92224,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 900 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",620.06,M,COMPOSIÇÃO
Assentamento de tubos de esgoto ou drenagem pluvial em concreto,92215,"TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 900 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_03/2024",611.17,M,COMPOSIÇÃO
Aterro e Reaterro de Valas,94342,ATERRO MANUAL DE VALAS COM AREIA PARA ATERRO. AF_08/2023,113.96,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,94319,ATERRO MANUAL DE VALAS COM SOLO ARGILO-ARENOSO. AF_08/2023,80.99,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,94304,"ATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³ / POTÊNCIA: 111 HP), LARGURA ATÉ 2,5 M, PROFUNDIDADE ATÉ 1,5 M, COM SOLO ARGILO-ARENOSO. AF_08/2023",78.31,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,94306,"ATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³ / POTÊNCIA: 111 HP), LARGURA ATÉ 2,5 M, PROFUNDIDADE DE 1,5 A 3,0 M, COM SOLO ARGILO-ARENOSO. AF_08/2023",71.55,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,94327,"ATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA ATÉ 2,5 M, PROFUNDIDADE ATÉ 1,5 M, COM AREIA PARA ATERRO. AF_08/2023",111.28,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,94329,"ATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA ATÉ 2,5 M, PROFUNDIDADE DE 1,5 A 3,0 M, COM AREIA PARA ATERRO. AF_08/2023",104.52,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,94333,"ATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA ATÉ 2,5 M, PROFUNDIDADE DE 3,0 A 6,0 M, COM AREIA PARA ATERRO. AF_08/2023",101.45,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,94310,"ATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA ATÉ 2,5 M, PROFUNDIDADE DE 3,0 A 6,0 M, COM SOLO ARGILO-ARENOSO. AF_08/2023",68.48,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104739,"ATERRO MECANIZADO DE VALA COM MINICARREGADEIRA, COM AREIA PARA ATERRO. AF_08/2023",115.42,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104738,"ATERRO MECANIZADO DE VALA COM MINICARREGADEIRA, COM SOLO ARGILO-ARENOSO. AF_08/2023",82.45,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,94316,"ATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³ / POTÊNCIA: 88 HP), LARGURA ATÉ 1,5 M, PROFUNDIDADE ATÉ 1,5 M, COM SOLO ARGILO-ARENOSO. AF_08/2023",72.95,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,94318,"ATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³ / POTÊNCIA: 88 HP), LARGURA ATÉ 1,5 M, PROFUNDIDADE DE 1,5 A 3,0 M, COM SOLO ARGILO-ARENOSO. AF_08/2023",67.08,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,94339,"ATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³/POTÊNCIA: 88 HP), LARGURA ATÉ 1,5 M, PROFUNDIDADE ATÉ 1,5 M, COM AREIA PARA ATERRO. AF_08/2023",105.92,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,94341,"ATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³/POTÊNCIA: 88 HP), LARGURA ATÉ 1,5 M, PROFUNDIDADE DE 1,5 A 3,0 M, COM AREIA PARA ATERRO. AF_08/2023",100.05,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104742,COMPACTAÇÃO DE VALAS COM ROLO COMPRESSOR. AF_08/2023,8.87,M2,COMPOSIÇÃO
Aterro e Reaterro de Valas,93382,"REATERRO MANUAL DE VALAS, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",27.16,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104737,"REATERRO MANUAL DE VALAS, COM PLACA VIBRATÓRIA. AF_08/2023",22.12,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,93369,"REATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA 1,5 A 2,5 M, PROFUNDIDADE 1,5 A 3,0 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",17.72,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,93373,"REATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA 1,5 A 2,5 M, PROFUNDIDADE 3,0 A 6,0 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",14.65,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,93368,"REATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA ATÉ 1,5 M, PROFUNDIDADE DE 1,5 A 3,0 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",21.48,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104729,"REATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA ATÉ 1,5 M, PROFUNDIDADE DE 1,5 A 3,0 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM PLACA VIBRATÓRIA. AF_08/2023",17.04,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,93372,"REATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA ATÉ 1,5 M, PROFUNDIDADE DE 3,0 A 6,0 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",17.04,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104731,"REATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA ATÉ 1,5 M, PROFUNDIDADE DE 3,0 A 6,0 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM PLACA VIBRATÓRIA. AF_08/2023",12.63,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,93367,"REATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA DE 1,5 A 2,5 M, PROFUNDIDADE ATÉ 1,5 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",24.48,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104728,"REATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA DE 1,5 A 2,5 M, PROFUNDIDADE ATÉ 1,5 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM PLACA VIBRATÓRIA. AF_08/2023",19.99,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104730,"REATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA DE 1,5 A 2,5 M, PROFUNDIDADE DE 1,5 A 3,0 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM PLACA VIBRATÓRIA. AF_08/2023",13.29,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104732,"REATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³/POTÊNCIA: 111 HP), LARGURA DE 1,5 A 2,5 M, PROFUNDIDADE DE 3,0 A 6,0 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM PLACA VIBRATÓRIA. AF_08/2023",10.24,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104740,"REATERRO MECANIZADO DE VALA COM MINICARREGADEIRA, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",28.62,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104741,"REATERRO MECANIZADO DE VALA COM MINICARREGADEIRA, COM PLACA VIBRATÓRIA. AF_08/2023",23.59,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,93381,"REATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³/POTÊNCIA: 88 HP), LARGURA 0,8 A 1,5 M, PROFUNDIDADE 1,5 A 3,0 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA E COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",13.25,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,93379,"REATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³/POTÊNCIA: 88 HP), LARGURA 0,8 A 1,5 M, PROFUNDIDADE ATÉ 1,5 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM COMPACTADOR DE SOLOS DE PERCUSSÃO AF_08/2023",19.12,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,93380,"REATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³/POTÊNCIA: 88 HP), LARGURA ATÉ 0,8 M, PROFUNDIDADE 1,5 A 3,0 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM COMPACTADOR DE SOLOS DE PERCUSSÃO AF_08/2023",16.28,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,93378,"REATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³/POTÊNCIA: 88 HP), LARGURA ATÉ 0,8 M, PROFUNDIDADE ATÉ 1,5 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",24.80,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104733,"REATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³/POTÊNCIA: 88 HP), LARGURA ATÉ 0,8 M, PROFUNDIDADE ATÉ 1,5 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM PLACA VIBRATÓRIA. AF_08/2023",19.77,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104735,"REATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³/POTÊNCIA: 88 HP), LARGURA ATÉ 0,8 M, PROFUNDIDADE DE 1,5 A 3,0 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM PLACA VIBRATÓRIA. AF_08/2023",11.73,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104734,"REATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³/POTÊNCIA: 88 HP), LARGURA DE 0,8 A 1,5 M, PROFUNDIDADE ATÉ 1,5 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM PLACA VIBRATÓRIA. AF_08/2023",14.36,M3,COMPOSIÇÃO
Aterro e Reaterro de Valas,104736,"REATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³/POTÊNCIA: 88 HP), LARGURA DE 0,8 A 1,5 M, PROFUNDIDADE DE 1,5 A 3,0 M, COM SOLO (SEM SUBSTITUIÇÃO) DE 1ª CATEGORIA, COM PLACA VIBRATÓRIA. AF_08/2023",8.81,M3,COMPOSIÇÃO
"Aterros, Bases, Sub bases e Imprimações",105732,"CONSTRUÇÃO DE BASE E SUB-BASE PARA PAVIMENTAÇÃO DE BRITA GRADUADA SIMPLES TRATADA COM CIMENTO, COM ESPESSURA DE 10 CM - EXCLUSIVE CARGA E TRANSPORTE. AF_09/2024",258.58,M3,COMPOSIÇÃO
"Aterros, Bases, Sub bases e Imprimações",96397,"CONSTRUÇÃO DE BASE E SUB-BASE PARA PAVIMENTAÇÃO DE BRITA GRADUADA SIMPLES TRATADA COM CIMENTO, COM ESPESSURA DE 15 CM - EXCLUSIVE CARGA E TRANSPORTE. AF_09/2024",253.85,M3,COMPOSIÇÃO
"Aterros, Bases, Sub bases e Imprimações",105735,"CONSTRUÇÃO DE BASE E SUB-BASE PARA PAVIMENTAÇÃO DE BRITA GRADUADA SIMPLES TRATADA COM CIMENTO, COM ESPESSURA DE 20 CM - EXCLUSIVE CARGA E TRANSPORTE. AF_09/2024",251.46,M3,COMPOSIÇÃO
"Aterros, Bases, Sub bases e Imprimações",105727,"CONSTRUÇÃO DE BASE E SUB-BASE PARA PAVIMENTAÇÃO DE BRITA GRADUADA SIMPLES, COM ESPESSURA DE 10 CM - EXCLUSIVE CARGA E TRANSPORTE. AF_09/2024",194.70,M3,COMPOSIÇÃO
"Aterros, Bases, Sub bases e Imprimações",96396,"CONSTRUÇÃO DE BASE E SUB-BASE PARA PAVIMENTAÇÃO DE BRITA GRADUADA SIMPLES, COM ESPESSURA DE 15 CM - EXCLUSIVE CARGA E TRANSPORTE. AF_09/2024",191.06,M3,COMPOSIÇÃO
